編號,圖層,顏色,街廓編號,分區代碼,分區簡稱,使用分區
3345,42,18,,PTA,交,交通用地
3346,41,10,,PSC,國中,國中用地
3347,41,10,,PSB,國小,國小用地
3348,42,18,,PTA,交,交通用地
3349,41,10,,PSF2,師專,師專用地
3350,41,10,,PSB,國小,國小用地
3351,41,10,,PSD,高中,高中用地
3352,41,10,,PSC,國中,國中用地
3353,41,10,,PSB,國小,國小用地
3354,41,10,,PSC,國中,國中用地
3355,32,19,,PEA,公,公園用地
3356,46,13,,PUC,電信,電信用地
3357,45,13,,PUF,郵,郵政用地
3358,41,10,,PSF5,師範大學,師範大學用地
3359,45,13,,PUF,郵,郵政用地
3360,35,13,,PG,機,機關用地
3361,41,10,,PSB,國小,國小用地
3362,41,10,,PSC,國中,國中用地
3363,41,10,,PSB,國小,國小用地
3364,41,10,,PSB,國小,國小用地
3365,42,18,,PTA,交,交通用地
3366,42,18,,PTA,交,交通用地
3367,42,18,,PTA,交,交通用地
3368,42,18,,PTA,交,交通用地
3369,41,10,,PSF1,台北工專,台北工專用地
3370,41,10,,PSF1,台北工專,台北工專用地
3371,42,18,,PTA,交,交通用地
3372,45,13,,PUF,郵,郵政用地
3373,42,18,,PTA,交,交通用地
3374,32,19,,PEA,公,公園用地
3375,41,10,,PSB,國小,國小用地
3376,32,19,,PEA,公,公園用地
3377,41,10,,PSF5,師範大學,師範大學用地
3378,42,18,,PTA,交,交通用地
3379,41,10,,PSB,國小,國小用地
3380,42,18,,PTA,交,交通用地
3381,41,10,,PSF5,師範大學,師範大學用地
3382,41,10,,PSB,國小,國小用地
3383,41,10,,PSF3,台灣大學,台灣大學用地
3384,42,11,,PTA3,高速公路,高速公路用地
3385,42,11,,PTA3,高速公路,高速公路用地
3386,42,11,,PTA3,高速公路,高速公路用地
3387,35,13,,PG,機,機關用地
3388,43,18,,PTB,鐵,鐵路用地
3389,43,18,,PTB,鐵,鐵路用地
3390,42,18,,PTA,交,交通用地
3391,42,18,,PTA,交,交通用地
3392,41,10,,PSB,國小,國小用地
3393,35,13,,PG,機,機關用地
3394,42,18,,PTA,交,交通用地
3395,43,18,,PTB,鐵,鐵路用地
3396,43,18,,PTB,鐵,鐵路用地
3397,43,18,,PTB,鐵,鐵路用地
3398,36,13,,PGB1,警察機關,警察機關用地
3399,41,10,,PSB,國小,國小用地
3400,32,19,,PEA,公,公園用地
3401,32,19,,PEB,綠,綠地用地
3402,32,19,,PEA,公,公園用地
3403,145,13,,PTE5,公調,公車調度站用地
3404,32,19,,PEA,公,公園用地
3405,41,10,,PSD,高中,高中用地
3406,276,10,,PSE,高職,高職用地
3407,45,13,,PUF,郵,郵政用地
3408,34,17,,PED,廣場,廣場用地
3409,32,19,,PEA,公,公園用地
3410,276,10,,PSE,高職,高職用地
3411,276,10,,PSE,高職,高職用地
3412,49,7,,PFB,排水溝,排水溝用地
3413,42,11,,PTA3,高速公路,高速公路用地
3414,42,18,,PTA,交,交通用地
3415,42,18,,PTA,交,交通用地
3416,42,18,,PTA,交,交通用地
3417,42,18,,PTA,交,交通用地
3418,41,10,,PSC,國中,國中用地
3419,42,18,,PTA,交,交通用地
3420,34,17,,PED,廣場,廣場用地
3421,32,19,,PEA,公,公園用地
3422,42,18,,PTA,交,交通用地
3423,42,18,,PTA,交,交通用地
3424,41,10,,PSB,國小,國小用地
3425,42,18,,PTA,交,交通用地
3426,36,13,,PGB4,消防,消防用地
3427,35,13,,PG,機,機關用地
3428,35,13,,PG,機,機關用地
3429,35,13,,PG,機,機關用地
3430,41,10,,PSB,國小,國小用地
3431,46,18,,PUB1,變,變電所用地
3432,35,13,,PG,機,機關用地
3433,145,13,,PTE5,公調,公車調度站用地
3434,46,18,,PUB1,變,變電所用地
3435,43,18,,PTC,車站,車站用地
3436,34,17,,PED,廣場,廣場用地
3437,34,17,,PED,廣場,廣場用地
3438,34,17,,PED,廣場,廣場用地
3439,32,19,,PEA,公,公園用地
3440,32,19,,PEB,綠,綠地用地
3441,42,18,,PTA5,護坡,護坡用地
3442,42,18,,PTA5,護坡,護坡用地
3443,42,18,,PTA4,隧道,隧道用地
3444,42,18,,PTA,交,交通用地
3445,42,18,,PTA5,護坡,護坡用地
3446,42,18,,PTA4,隧道,隧道用地
3447,42,18,,PTA,交,交通用地
3448,42,18,,PTA,交,交通用地
3449,42,18,,PTA,交,交通用地
3450,41,10,,PSB,國小,國小用地
3451,42,18,,PTA,交,交通用地
3452,32,19,,PEA,公,公園用地
3453,32,19,,PEA,公,公園用地
3454,32,19,,PEA,公,公園用地
3455,32,19,,PEB,綠,綠地用地
3456,32,19,,PEB,綠,綠地用地
3457,41,10,,PSC,國中,國中用地
3458,41,10,,PSD,高中,高中用地
3459,42,18,,PTA,交,交通用地
3460,42,18,,PTA,交,交通用地
3461,42,18,,PTA,交,交通用地
3462,42,18,,PTA,交,交通用地
3463,41,10,,PSB,國小,國小用地
3464,38,13,,PHC,醫療,醫療用地
3465,42,18,,PTA2,人行步道,人行步道(無遮簷)
3466,32,19,,PEA,公,公園用地
3467,32,19,,PEA,公,公園用地
3468,35,13,,PG,機,機關用地
3469,49,7,,PFB,排水溝,排水溝用地
3470,49,13,,PFC1,蓄水池,防洪蓄水池用地
3471,49,13,,PFC3,沉砂池,沉砂池用地
3472,49,13,,PFC3,沉砂池,沉砂池用地
3473,35,13,,PG,機,機關用地
3474,41,10,,PSB,國小,國小用地
3475,32,19,,PEA,公,公園用地
3476,32,19,,PEB,綠,綠地用地
3477,35,13,,PG,機,機關用地
3478,34,17,,PED1,交廣,交通廣場用地
3479,34,17,,PED1,交廣,交通廣場用地
3480,34,17,,PED1,交廣,交通廣場用地
3481,77,17,,PED2,文廣,文化廣場用地
3482,42,18,,PTA,交,交通用地
3483,42,18,,PTA,交,交通用地
3484,41,10,,PSB,國小,國小用地
3485,49,13,,PFD1,抽,抽水站用地
3486,49,13,,PFD1,抽,抽水站用地
3487,49,7,,PFB,排水溝,排水溝用地
3488,32,19,,PEA,公,公園用地
3489,32,19,,PEA,公,公園用地
3490,384,13,,PGAE,機關社福,機關及社會福利設施用地
3491,50,53,,PA2,產業支援,產業支援設施用地
3492,32,19,,PEA,公,公園用地
3493,35,13,,PG,機,機關用地
3494,32,19,,PEA,公,公園用地
3495,35,13,,PG,機,機關用地
3496,46,18,,PUB1,變,變電所用地
3497,45,17,,PUG,油,加油站用地
3498,42,18,,PTA,交,交通用地
3499,35,13,,PG,機,機關用地
3500,358,13,,PGAF,社福機關,社會福利設施及機關用地
3501,41,10,,PSB,國小,國小用地
3502,35,13,,PG,機,機關用地
3503,148,18,,PTG3,捷,捷運系統用地
3504,148,18,,PTG3,捷,捷運系統用地
3505,32,19,,PEA,公,公園用地
3506,32,19,,PEA,公,公園用地
3507,32,19,,PEB,綠,綠地用地
3508,46,18,,PUB1,變,變電所用地
3509,42,18,,PTA,交,交通用地
3510,34,17,,PED,廣場,廣場用地
3511,34,17,,PED,廣場,廣場用地
3512,35,13,,PG,機,機關用地
3513,32,19,,PEA,公,公園用地
3514,32,19,,PEA,公,公園用地
3515,34,17,,PED,廣場,廣場用地
3516,44,13,,PUE1,自來水廠,自來水廠用地
3517,44,13,,PUE1,自來水廠,自來水廠用地
3518,44,13,,PUE1,自來水廠,自來水廠用地
3519,41,10,,PSF,大專,大專用地
3520,331,10,,PSA,文教用地,文教用地
3521,276,10,,PSE,高職,高職用地
3522,42,11,,PTA3,高速公路,高速公路用地
3523,39,16,,PMA,批,批發市場用地
3524,42,18,,PTA1,人行步道,人行步道用地
3525,42,18,,PTA1,人行步道,人行步道用地
3526,42,18,,PTA1,人行步道,人行步道用地
3527,35,16,,PGAB,服務中心,服務中心用地
3528,36,13,,PGAC,社福,社會福利設施用地
3529,34,17,,PED,廣場,廣場用地
3530,90,4,,PDA2,殯葬設施,殯葬設施用地
3531,90,4,,PDA2,殯葬設施,殯葬設施用地
3532,90,4,,PDA2,殯葬設施,殯葬設施用地
3533,90,4,,PDA2,殯葬設施,殯葬設施用地
3534,336,10,,PSA2,社教,社教用地
3535,32,19,,PEA,公,公園用地
3536,32,19,,PEA,公,公園用地
3537,32,19,,PEA,公,公園用地
3538,32,19,,PEA,公,公園用地
3539,42,18,,PTA,交,交通用地
3540,42,18,,PTA,交,交通用地
3541,34,17,,PED1,交廣,交通廣場用地
3542,32,19,,PEA,公,公園用地
3543,32,19,,PEA,公,公園用地
3544,35,13,,PG,機,機關用地
3545,35,13,,PG,機,機關用地
3546,35,13,,PG,機,機關用地
3547,35,13,,PG,機,機關用地
3548,35,13,,PG,機,機關用地
3549,33,19,,PEC3,動物園,動物園用地
3550,43,17,,PTR,道,道路用地
3551,43,17,,PTR,道,道路用地
3552,43,17,,PTR,道,道路用地
3553,35,13,,PG,機,機關用地
3554,32,19,,PEA,公,公園用地
3555,32,19,,PEA,公,公園用地
3556,32,19,,PEA,公,公園用地
3557,32,19,,PEA,公,公園用地
3558,35,13,,PG,機,機關用地
3559,41,10,,PSC,國中,國中用地
3560,41,10,,PSF3,台灣大學,台灣大學用地
3561,41,10,,PS,文,學校用地
3562,37,13,,PGC,軍事機關,軍事機關用地
3563,41,10,,PS,文,學校用地
3564,41,10,,PSF,大專,大專用地
3565,41,10,,PSF,大專,大專用地
3566,41,10,,PSF,大專,大專用地
3567,41,10,,PSF,大專,大專用地
3568,377,13,,PGAH,機(兼社福),機關用地兼供社會福利設施使用
3569,41,10,,PS,文,學校用地
3570,41,10,,PSB,國小,國小用地
3571,41,10,,PS,文,學校用地
3572,41,10,,PS,文,學校用地
3573,41,10,,PS,文,學校用地
3574,37,13,,PGC,軍事機關,軍事機關用地
3575,37,13,,PGC,軍事機關,軍事機關用地
3576,37,13,,PGC,軍事機關,軍事機關用地
3577,37,13,,PGC,軍事機關,軍事機關用地
3578,377,13,,PGAH,機(兼社福),機關用地兼供社會福利設施使用
3579,32,19,,PEA,公,公園用地
3580,35,13,,PG,機,機關用地
3581,48,5,,PFE,堤,堤防用地
3582,49,13,,PFD1,抽,抽水站用地
3583,48,5,,PFE,堤,堤防用地
3584,49,13,,PFD1,抽,抽水站用地
3585,49,13,,PFD1,抽,抽水站用地
3586,53,13,,O3,軍事會館,中央各軍事學校同學會館建築用地
3587,32,19,,PEA,公,公園用地
3588,148,18,,PTG3,捷,捷運系統用地
3589,41,10,,PSD,高中,高中用地
3590,32,19,,PEA,公,公園用地
3591,32,19,,PEA,公,公園用地
3592,35,13,,PG,機,機關用地
3593,49,7,,PFB,排水溝,排水溝用地
3594,32,19,,PEB,綠,綠地用地
3595,35,13,,PG,機,機關用地
3596,42,18,,PTA6,道路護坡,道路護坡用地
3597,35,13,,PG,機,機關用地
3598,35,13,,PG,機,機關用地
3599,35,13,,PG,機,機關用地
3600,48,5,,PFE,堤,堤防用地
3601,48,5,,PFE,堤,堤防用地
3602,42,11,,PTA3,高速公路,高速公路用地
3603,42,11,,PTA3,高速公路,高速公路用地
3604,42,11,,PTA3,高速公路,高速公路用地
3605,39,16,,PM,市,市場用地
3606,48,5,,PFE,堤,堤防用地
3607,41,10,,PSB,國小,國小用地
3608,41,10,,PSD,高中,高中用地
3609,35,13,,PG,機,機關用地
3610,32,19,,PEB,綠,綠地用地
3611,32,19,,PEA,公,公園用地
3612,32,19,,PEA,公,公園用地
3613,41,10,,PSB,國小,國小用地
3614,46,13,,PUC,電信,電信用地
3615,44,13,,PUE1,自來水廠,自來水廠用地
3616,44,13,,PUE1,自來水廠,自來水廠用地
3617,44,13,,PUE1,自來水廠,自來水廠用地
3618,44,13,,PUE1,自來水廠,自來水廠用地
3619,44,13,,PUE1,自來水廠,自來水廠用地
3620,44,13,,PUE1,自來水廠,自來水廠用地
3621,44,13,,PUE1,自來水廠,自來水廠用地
3622,32,19,,PEA,公,公園用地
3623,35,13,,PG,機,機關用地
3624,112,18,,PUB,電力,電力設施用地
3625,41,10,,PSB,國小,國小用地
3626,35,13,,PG,機,機關用地
3627,112,18,,PUB,電力,電力設施用地
3628,112,18,,PUB,電力,電力設施用地
3629,45,17,,PUG,油,加油站用地
3630,42,18,,PTA1,人行步道,人行步道用地
3631,41,10,,PSB,國小,國小用地
3632,33,19,,PEC2,體育場,體育場用地
3633,34,17,,PED1,交廣,交通廣場用地
3634,34,17,,PED1,交廣,交通廣場用地
3635,32,19,,PEA,公,公園用地
3636,42,18,,PTA,交,交通用地
3637,35,13,,PG,機,機關用地
3638,371,13,,PGAG,社福及機關,社福及機關用地
3639,32,19,,PEA,公,公園用地
3640,32,19,,PEA,公,公園用地
3641,48,5,,PFE,堤,堤防用地
3642,44,13,,PUE1,自來水廠,自來水廠用地
3643,32,19,,PEA,公,公園用地
3644,40,18,,PPA,垃圾處理場,垃圾處理場用地
3645,40,18,,PPA,垃圾處理場,垃圾處理場用地
3646,42,18,,PTAA,橋樑用地,橋樑用地
3647,112,18,,PUB,電力,電力設施用地
3648,112,18,,PUB,電力,電力設施用地
3649,32,19,,PEA,公,公園用地
3650,32,19,,PEA,公,公園用地
3651,42,11,,PTA3,高速公路,高速公路用地
3652,41,10,,PSC,國中,國中用地
3653,36,13,,PGAC,社福,社會福利設施用地
3654,45,17,,PUG,油,加油站用地
3655,39,16,,PM,市,市場用地
3656,32,19,,PEA,公,公園用地
3657,32,19,,PEA,公,公園用地
3658,36,13,,PGAC,社福,社會福利設施用地
3659,32,19,,PEA,公,公園用地
3660,32,19,,PEA,公,公園用地
3661,42,18,,PTA,交,交通用地
3662,42,18,,PTA1,人行步道,人行步道用地
3663,35,13,,PG,機,機關用地
3664,41,10,,PSF2,師專,師專用地
3665,148,18,,PTG3,捷,捷運系統用地
3666,35,13,,PG,機,機關用地
3667,42,18,,PTA,交,交通用地
3668,42,18,,PTA,交,交通用地
3669,42,18,,PTA,交,交通用地
3670,42,18,,PTA,交,交通用地
3671,42,18,,PTA,交,交通用地
3672,41,10,,PSF6,警校,警察學校用地
3673,42,18,,PTA,交,交通用地
3674,32,19,,PEA,公,公園用地
3675,41,10,,PSB,國小,國小用地
3676,35,13,,PG,機,機關用地
3677,32,19,,PEA,公,公園用地
3678,46,18,,PUB1,變,變電所用地
3679,46,18,,PUB1,變,變電所用地
3680,46,18,,PUB1,變,變電所用地
3681,46,18,,PUB1,變,變電所用地
3682,46,18,,PUB1,變,變電所用地
3683,49,13,,PFD1,抽,抽水站用地
3684,381,13,,PGAI,衛福,衛生及社會福利設施用地
3685,35,13,,PG,機,機關用地
3686,32,19,,PEA,公,公園用地
3687,35,13,,PG,機,機關用地
3688,39,16,,PM,市,市場用地
3689,32,19,,PEA,公,公園用地
3690,32,19,,PEA,公,公園用地
3691,35,13,,PG,機,機關用地
3692,32,19,,PEA,公,公園用地
3693,32,19,,PEA,公,公園用地
3694,32,19,,PEA,公,公園用地
3695,112,18,,PUB,電力,電力設施用地
3696,42,18,,PTA,交,交通用地
3697,42,18,,PTA,交,交通用地
3698,42,18,,PTA,交,交通用地
3699,276,10,,PSE,高職,高職用地
3700,148,18,,PTG3,捷,捷運系統用地
3701,148,18,,PTG3,捷,捷運系統用地
3702,148,18,,PTG3,捷,捷運系統用地
3703,148,18,,PTG3,捷,捷運系統用地
3704,148,18,,PTG3,捷,捷運系統用地
3705,148,18,,PTG3,捷,捷運系統用地
3706,41,10,,PSB,國小,國小用地
3707,32,19,,PEA,公,公園用地
3708,49,13,,PFD1,抽,抽水站用地
3709,35,13,,PG,機,機關用地
3710,219,18,,PTG4,捷(兼道),捷運系統用地(兼供道路使用)
3711,219,18,,PTG4,捷(兼道),捷運系統用地(兼供道路使用)
3712,219,18,,PTG4,捷(兼道),捷運系統用地(兼供道路使用)
3713,371,13,,PGAG,社福及機關,社福及機關用地
3714,32,19,,PEA,公,公園用地
3715,41,10,,PSC,國中,國中用地
3716,32,19,,PEA,公,公園用地
3717,32,19,,PEA,公,公園用地
3718,32,19,,PEA,公,公園用地
3719,38,13,,PHC,醫療,醫療用地
3720,336,10,,PSA2,社教,社教用地
3721,32,19,,PEA,公,公園用地
3722,32,19,,PEA,公,公園用地
3723,35,13,,PG,機,機關用地
3724,384,13,,PGAE,機關社福,機關及社會福利設施用地
3725,384,13,,PGAE,機關社福,機關及社會福利設施用地
3726,35,13,,PG,機,機關用地
3727,35,13,,PG,機,機關用地
3728,32,19,,PEA,公,公園用地
3729,32,19,,PEA,公,公園用地
3730,35,13,,PG,機,機關用地
3731,41,10,,PSC,國中,國中用地
3732,35,13,,PG,機,機關用地
3733,35,13,,PG,機,機關用地
3734,377,13,,PGAH,機(兼社福),機關用地兼供社會福利設施使用
3735,32,19,,PEA,公,公園用地
3736,32,19,,PEA,公,公園用地
3737,32,19,,PEA,公,公園用地
3738,112,18,,PUB,電力,電力設施用地
3739,112,18,,PUB,電力,電力設施用地
3740,42,18,,PTA,交,交通用地
3741,32,19,,PEA,公,公園用地
3742,371,13,,PGAG,社福及機關,社福及機關用地
3743,41,10,,PSF7,藝術大學,國立臺北藝術大學用地
3744,32,19,,PEA,公,公園用地
3745,35,13,,PG,機,機關用地
3746,32,19,,PEA,公,公園用地
3747,35,13,,PG,機,機關用地
3748,112,18,,PUB,電力,電力設施用地
3749,42,18,,PTA,交,交通用地
3750,41,10,,PS,文,學校用地
3751,49,7,,PFB,排水溝,排水溝用地
3752,41,10,,PS,文,學校用地
3753,49,13,,PFD1,抽,抽水站用地
3754,35,13,,PG,機,機關用地
3755,390,13,,PGAM,社福機關,社福及機關用地
3756,390,13,,PGAM,社福機關,社福及機關用地
3757,390,13,,PGAM,社福機關,社福及機關用地
3758,390,13,,PGAM,社福機關,社福及機關用地
3759,390,13,,PGAM,社福機關,社福及機關用地
3760,397,13,,PGAO,社福及機關,社福及機關用地(供本府及相關單位公務使用)
3761,397,13,,PGAO,社福及機關,社福及機關用地(供本府及相關單位公務使用)
3762,397,13,,PGAO,社福及機關,社福及機關用地(供本府及相關單位公務使用)
3763,375,13,,PG3,機,機關用地(供中央機關使用)
3764,397,13,,PGAO,社福及機關,社福及機關用地(供本府及相關單位公務使用)
3765,389,13,,PGAJ,社福機關,社福及機關用地(供本府及相關單位公務使用)
3766,389,13,,PGAJ,社福機關,社福及機關用地(供本府及相關單位公務使用)
3767,389,13,,PGAJ,社福機關,社福及機關用地(供本府及相關單位公務使用)
3768,389,13,,PGAJ,社福機關,社福及機關用地(供本府及相關單位公務使用)
3769,32,19,,PEA,公,公園用地
3770,41,10,,PSB,國小,國小用地
3771,390,13,,PGAM,社福機關,社福及機關用地
3772,390,13,,PGAM,社福機關,社福及機關用地
3773,32,19,,PEA,公,公園用地
3774,390,13,,PGAM,社福機關,社福及機關用地
3775,32,19,,PEA,公,公園用地
3776,44,13,,PUE3,自來水工程,自來水工程用地
3777,397,13,,PGAP,衛福機關,衛福及機關用地
3778,41,10,,PSB,國小,國小用地
3779,35,13,,PG,機,機關用地
3780,35,13,,PG,機,機關用地
3781,35,13,,PG,機,機關用地
3782,35,13,,PG,機,機關用地
3783,49,13,,PFD1,抽,抽水站用地
3784,41,10,,PSC,國中,國中用地
3785,390,13,,PGAM,社福機關,社福及機關用地
3786,32,19,,PEA,公,公園用地
3787,112,18,,PUB,電力,電力設施用地
3788,112,18,,PUB,電力,電力設施用地
3789,112,18,,PUB,電力,電力設施用地
3790,112,18,,PUB,電力,電力設施用地
3791,112,18,,PUB,電力,電力設施用地
3792,112,18,,PUB,電力,電力設施用地
3793,112,18,,PUB,電力,電力設施用地
3794,112,18,,PUB,電力,電力設施用地
3795,112,18,,PUB,電力,電力設施用地
3796,41,10,,PSB,國小,國小用地
3797,42,18,,PTA,交,交通用地
3798,42,18,,PTA,交,交通用地
3799,42,18,,PTA,交,交通用地
3800,42,18,,PTA,交,交通用地
3801,42,18,,PTA,交,交通用地
3802,42,18,,PTA,交,交通用地
3803,42,18,,PTA,交,交通用地
3804,42,18,,PTA,交,交通用地
3805,42,18,,PTA,交,交通用地
3806,42,18,,PTA,交,交通用地
3807,42,18,,PTA,交,交通用地
3808,42,18,,PTA,交,交通用地
3809,42,18,,PTA,交,交通用地
3810,42,18,,PTA,交,交通用地
3811,42,18,,PTA,交,交通用地
3812,42,18,,PTA,交,交通用地
3813,112,18,,PUB,電力,電力設施用地
3814,112,18,,PUB,電力,電力設施用地
3815,42,18,,PTA,交,交通用地
3816,42,18,,PTA,交,交通用地
3817,112,18,,PUB,電力,電力設施用地
3818,41,10,,PSB,國小,國小用地
3819,32,19,,PEA,公,公園用地
3820,42,18,,PTA,交,交通用地
3821,42,18,,PTA,交,交通用地
3822,148,18,,PTG3,捷,捷運系統用地
3823,219,18,,PTG4,捷(兼道),捷運系統用地(兼供道路使用)
3824,148,18,,PTG3,捷,捷運系統用地
3825,32,19,,PEA,公,公園用地
3826,36,13,,PGAC,社福,社會福利設施用地
3827,34,17,,PED,廣場,廣場用地
3828,42,18,,PTA,交,交通用地
3829,35,13,,PG,機,機關用地
3830,50,34,,PDB,墓,公墓用地
3831,50,34,,PDB,墓,公墓用地
3832,50,34,,PDB,墓,公墓用地
3833,50,34,,PDB,墓,公墓用地
3834,50,34,,PDB,墓,公墓用地
3835,50,34,,PDB,墓,公墓用地
3836,50,34,,PDB,墓,公墓用地
3837,50,34,,PDB,墓,公墓用地
3838,50,34,,PDB,墓,公墓用地
3839,50,34,,PDB,墓,公墓用地
3840,50,34,,PDB,墓,公墓用地
